"","YEAR","MONTH","LOCATION","MEAN_24HOUR","SEASON"
"388",2011,5,"Brighton Rd S Bound Lane",329.322580645161,"Autumn"
"389",2006,6,"Koonung Trail, Balwyn North",329.586206896552,"Winter"
"390",2010,6,"St Georges Road No.2",329.620689655172,"Winter"
"391",2008,4,"St Georges Road No.2",332.285714285714,"Autumn"
"392",2010,7,"St Georges Road No.2",334,"Winter"
"393",2008,2,"Anniversary Trail No.1",335.642857142857,"Summer"
"394",2011,10,"Brighton Rd N Bound Lane",338.410714285714,"Spring"
"395",2011,10,"Brighton Rd S Bound Lane",338.410714285714,"Spring"
"396",2012,2,"Anniversary Trail No.1",338.428571428571,"Summer"
"397",2012,12,"Albert St E Bound Lane, Melbourne City",339.370967741935,"Summer"
"398",2012,12,"Albert St W Bound Lane, Melbourne City",339.370967741935,"Summer"
"399",2007,4,"Anniversary Trail No.1",339.833333333333,"Autumn"
"400",2012,3,"Brighton Rd N Bound Lane",340.225806451613,"Autumn"
"401",2012,3,"Brighton Rd S Bound Lane",340.225806451613,"Autumn"
"402",2012,9,"Flemington Rd NW Bound Lane",340.516666666667,"Spring"
"403",2012,9,"Flemington Rd SE Bound Lane",340.516666666667,"Spring"
"404",2007,7,"Koonung Trail, Balwyn North",341.387096774194,"Winter"
"405",2011,2,"Flemington Rd NW Bound Lane",341.722222222222,"Summer"
"406",2011,2,"Flemington Rd SE Bound Lane",341.722222222222,"Summer"
"407",2008,10,"Anniversary Trail No.1",343.206896551724,"Spring"
"408",2012,11,"Flemington Rd NW Bound Lane",344.066666666667,"Spring"
"409",2012,11,"Flemington Rd SE Bound Lane",344.066666666667,"Spring"
"410",2009,12,"St Georges Road No.2",344.516129032258,"Summer"
"411",2005,12,"Main Yarra Trail No.1",346.25,"Summer"
"412",2011,7,"Main Yarra Trail No.1",346.483870967742,"Winter"
"413",2012,10,"Brighton Rd N Bound Lane",347.162162162162,"Spring"
"414",2012,10,"Brighton Rd S Bound Lane",347.162162162162,"Spring"
"415",2011,12,"Albert St E Bound Lane, Melbourne City",347.361111111111,"Summer"
"416",2011,12,"Albert St W Bound Lane, Melbourne City",347.361111111111,"Summer"
"417",2012,10,"Anniversary Trail No.1",347.423076923077,"Spring"
"418",2012,5,"Brighton Rd N Bound Lane",347.754716981132,"Autumn"
"419",2012,5,"Brighton Rd S Bound Lane",347.754716981132,"Autumn"
"420",2012,7,"Albert St E Bound Lane, Melbourne City",349.068965517241,"Winter"
"421",2012,7,"Albert St W Bound Lane, Melbourne City",349.068965517241,"Winter"
"422",2009,2,"Anniversary Trail No.1",349.185185185185,"Summer"
"423",2011,5,"Main Yarra Trail No.1",349.548387096774,"Autumn"
"424",2006,7,"Upfield Railway Line",350.4,"Winter"
"425",2006,8,"Main Yarra Trail No.1",350.5,"Winter"
"426",2008,12,"Main Yarra Trail No.1",351.566666666667,"Summer"
"427",2010,9,"St Georges Road No.2",354.533333333333,"Spring"
"428",2011,12,"Merri Creek Trail, Moreland City",355.935483870968,"Summer"
"429",2008,7,"Koonung Trail, Balwyn North",356.129032258065,"Winter"
"430",2012,6,"Albert St E Bound Lane, Melbourne City",356.415094339623,"Winter"
"431",2012,6,"Albert St W Bound Lane, Melbourne City",356.415094339623,"Winter"
"432",2006,7,"Gardiners Creek Trail No. 2",359.9375,"Winter"
"433",2010,1,"Anniversary Trail No.1",360,"Summer"
"434",2007,6,"Koonung Trail, Balwyn North",360.344827586207,"Winter"
"435",2011,11,"Brighton Rd N Bound Lane",361.483333333333,"Spring"
"436",2011,11,"Brighton Rd S Bound Lane",361.483333333333,"Spring"
"437",2012,12,"Brighton Rd N Bound Lane",362.333333333333,"Summer"
"438",2012,12,"Brighton Rd S Bound Lane",362.333333333333,"Summer"
"439",2009,4,"St Georges Road No.2",362.857142857143,"Autumn"
"440",2012,11,"Brighton Rd N Bound Lane",364.673469387755,"Spring"
"441",2012,11,"Brighton Rd S Bound Lane",364.673469387755,"Spring"
"442",2011,1,"St Georges Road No.2",366,"Summer"
"443",2012,5,"Flemington Rd NW Bound Lane",367.698113207547,"Autumn"
"444",2012,5,"Flemington Rd SE Bound Lane",367.698113207547,"Autumn"
"445",2010,8,"Koonung Trail, Balwyn North",367.966666666667,"Winter"
"446",2010,6,"Koonung Trail, Balwyn North",368.137931034483,"Winter"
"447",2008,7,"Gardiners Creek Trail No. 2",368.625,"Winter"
"448",2008,10,"St Georges Road No.2",368.724137931034,"Spring"
"449",2010,1,"St Georges Road No.2",368.966666666667,"Summer"
"450",2012,9,"Merri Creek Trail, Moreland City",369.233333333333,"Spring"
"451",2009,4,"Main Yarra Trail No.1",370.571428571429,"Autumn"
"452",2011,5,"Koonung Trail, Balwyn North",370.774193548387,"Autumn"
"453",2012,2,"Flemington Rd NW Bound Lane",371.340909090909,"Summer"
"454",2012,2,"Flemington Rd SE Bound Lane",371.340909090909,"Summer"
"455",2011,11,"Merri Creek Trail, Moreland City",372.620689655172,"Spring"
"456",2011,3,"Flemington Rd NW Bound Lane",372.733333333333,"Autumn"
"457",2011,3,"Flemington Rd SE Bound Lane",372.733333333333,"Autumn"
"458",2012,1,"Albert St E Bound Lane, Melbourne City",373.774193548387,"Summer"
"459",2012,1,"Albert St W Bound Lane, Melbourne City",373.774193548387,"Summer"
"460",2009,5,"St Georges Road No.2",373.806451612903,"Autumn"
"461",2005,12,"Upfield Railway Line",373.9,"Summer"
"462",2007,12,"Main Yarra Trail No.1",373.933333333333,"Summer"
"463",2012,12,"Merri Creek Trail, Moreland City",374.612903225806,"Summer"
"464",2012,8,"Albert St E Bound Lane, Melbourne City",376.543859649123,"Winter"
"465",2012,8,"Albert St W Bound Lane, Melbourne City",376.543859649123,"Winter"
"466",2007,7,"Upfield Railway Line",377,"Winter"
"467",2012,7,"St Georges Road No.2",377.064516129032,"Winter"
"468",2009,6,"Koonung Trail, Balwyn North",377.448275862069,"Winter"
"469",2008,6,"Koonung Trail, Balwyn North",377.551724137931,"Winter"
"470",2011,6,"St Georges Road No.2",377.655172413793,"Winter"
"471",2009,12,"Main Yarra Trail No.1",378.354838709677,"Summer"
"472",2006,6,"Upfield Railway Line",378.620689655172,"Winter"
"473",2011,9,"Albert St E Bound Lane, Melbourne City",378.793103448276,"Spring"
"474",2011,9,"Albert St W Bound Lane, Melbourne City",378.793103448276,"Spring"
"475",2013,1,"Albert St E Bound Lane, Melbourne City",379.428571428571,"Summer"
"476",2013,1,"Albert St W Bound Lane, Melbourne City",379.428571428571,"Summer"
"477",2011,7,"Koonung Trail, Balwyn North",380.064516129032,"Winter"
"478",2012,3,"Flemington Rd NW Bound Lane",381.524590163934,"Autumn"
"479",2012,3,"Flemington Rd SE Bound Lane",381.524590163934,"Autumn"
"480",2012,9,"Albert St E Bound Lane, Melbourne City",381.833333333333,"Spring"
"481",2012,9,"Albert St W Bound Lane, Melbourne City",381.833333333333,"Spring"
"482",2009,10,"St Georges Road No.2",384.758620689655,"Spring"
"483",2008,4,"Main Yarra Trail No.1",385.51724137931,"Autumn"
"484",2012,4,"Merri Creek Trail, Moreland City",386.172413793103,"Autumn"
"485",2012,1,"Merri Creek Trail, Moreland City",387.933333333333,"Summer"
"486",2012,6,"St Georges Road No.2",388.958333333333,"Winter"
"487",2007,7,"Gardiners Creek Trail No. 2",389.903225806452,"Winter"
"488",2008,9,"Main Yarra Trail No.1",390.551724137931,"Spring"
"489",2012,10,"Flemington Rd NW Bound Lane",390.733333333333,"Spring"
"490",2012,10,"Flemington Rd SE Bound Lane",390.733333333333,"Spring"
"491",2011,6,"Albert St E Bound Lane, Melbourne City",390.75,"Winter"
"492",2011,6,"Albert St W Bound Lane, Melbourne City",390.75,"Winter"
"493",2009,7,"Koonung Trail, Balwyn North",392.903225806452,"Winter"
"494",2009,11,"St Georges Road No.2",393.8,"Spring"
"495",2011,8,"Albert St E Bound Lane, Melbourne City",394.887096774194,"Winter"
"496",2011,8,"Albert St W Bound Lane, Melbourne City",394.887096774194,"Winter"
"497",2008,8,"Koonung Trail, Balwyn North",395.387096774194,"Winter"
"498",2006,6,"Gardiners Creek Trail No. 2",396.5,"Winter"
"499",2007,9,"Main Yarra Trail No.1",396.566666666667,"Spring"
"500",2006,1,"Upfield Railway Line",396.766666666667,"Summer"
"501",2007,5,"Koonung Trail, Balwyn North",398.903225806452,"Autumn"
"502",2011,10,"Albert St E Bound Lane, Melbourne City",398.916666666667,"Spring"
"503",2011,10,"Albert St W Bound Lane, Melbourne City",398.916666666667,"Spring"
"504",2008,5,"Koonung Trail, Balwyn North",399.677419354839,"Autumn"
"505",2011,12,"St Georges Road No.2",399.766666666667,"Summer"
"506",2006,9,"Main Yarra Trail No.1",400.3,"Spring"
"507",2012,8,"St Georges Road No.2",400.384615384615,"Winter"
"508",2009,3,"St Georges Road No.2",401,"Autumn"
"509",2011,11,"Albert St E Bound Lane, Melbourne City",402.087719298246,"Spring"
"510",2011,11,"Albert St W Bound Lane, Melbourne City",402.087719298246,"Spring"
"511",2009,6,"Gardiners Creek Trail No. 2",402.103448275862,"Winter"
"512",2010,5,"St Georges Road No.2",408.193548387097,"Autumn"
"513",2012,3,"Merri Creek Trail, Moreland City",408.433333333333,"Autumn"
"514",2011,6,"Main Yarra Trail No.1",408.689655172414,"Winter"
"515",2006,8,"Koonung Trail, Balwyn North",409.064516129032,"Winter"
"516",2011,5,"St Georges Road No.2",409.516129032258,"Autumn"
"517",2010,11,"St Georges Road No.2",409.633333333333,"Spring"
"518",2011,6,"Koonung Trail, Balwyn North",410.620689655172,"Winter"
"519",2007,6,"Upfield Railway Line",411.275862068966,"Winter"
"520",2011,7,"Moreland St Path, Maribyrnong City",411.741935483871,"Winter"
"521",2011,4,"St Georges Road No.2",412.344827586207,"Autumn"
"522",2010,7,"Koonung Trail, Balwyn North",413.645161290323,"Winter"
"523",2009,7,"Gardiners Creek Trail No. 2",413.806451612903,"Winter"
"524",2006,12,"Upfield Railway Line",415.935483870968,"Summer"
"525",2005,8,"St Georges Road No.1",417.55,"Winter"
"526",2007,6,"Gardiners Creek Trail No. 2",417.620689655172,"Winter"
"527",2009,10,"Main Yarra Trail No.1",417.758620689655,"Spring"
"528",2008,8,"Gardiners Creek Trail No. 2",418.161290322581,"Winter"
"529",2009,11,"Main Yarra Trail No.1",418.433333333333,"Spring"
"530",2006,4,"Upfield Railway Line",418.642857142857,"Autumn"
"531",2006,9,"Upfield Railway Line",419.033333333333,"Spring"
"532",2006,12,"Main Yarra Trail No.1",419.129032258065,"Summer"
"533",2012,2,"Brighton Rd N Bound Lane",420.022727272727,"Summer"
"534",2012,2,"Brighton Rd S Bound Lane",420.022727272727,"Summer"
"535",2012,7,"Koonung Trail, Balwyn North",420.548387096774,"Winter"
"536",2007,7,"Tram 109 Trail",421.838709677419,"Winter"
"537",2011,9,"St Georges Road No.2",422,"Spring"
"538",2012,10,"Merri Creek Trail, Moreland City",422.413793103448,"Spring"
"539",2012,6,"Koonung Trail, Balwyn North",422.88,"Winter"
"540",2012,6,"Moreland St Path, Maribyrnong City",424.037037037037,"Winter"
"541",2009,8,"Koonung Trail, Balwyn North",425.666666666667,"Winter"
"542",2009,2,"St Georges Road No.2",427.111111111111,"Summer"
"543",2009,3,"Main Yarra Trail No.1",427.354838709677,"Autumn"
"544",2008,3,"Main Yarra Trail No.1",427.58064516129,"Autumn"
"545",2006,7,"Tram 109 Trail",427.928571428571,"Winter"
"546",2005,12,"Capital City Trail, Princes Hill",428.538461538462,"Summer"
"547",2012,11,"Merri Creek Trail, Moreland City",431.103448275862,"Spring"
"548",2007,8,"Koonung Trail, Balwyn North",431.466666666667,"Winter"
"549",2006,4,"Koonung Trail, Balwyn North",431.703703703704,"Autumn"
"550",2012,11,"Albert St E Bound Lane, Melbourne City",431.896551724138,"Spring"
"551",2012,11,"Albert St W Bound Lane, Melbourne City",431.896551724138,"Spring"
"552",2012,8,"Koonung Trail, Balwyn North",431.9,"Winter"
"553",2012,5,"Koonung Trail, Balwyn North",432.866666666667,"Autumn"
"554",2011,8,"St Georges Road No.2",433.1,"Winter"
"555",2006,8,"Upfield Railway Line",435.032258064516,"Winter"
"556",2012,5,"Albert St E Bound Lane, Melbourne City",435.303571428571,"Autumn"
"557",2012,5,"Albert St W Bound Lane, Melbourne City",435.303571428571,"Autumn"
"558",2006,4,"Gardiners Creek Trail No.1",436,"Autumn"
"559",2010,10,"St Georges Road No.2",436.214285714286,"Spring"
"560",2012,1,"St Georges Road No.2",437.096774193548,"Summer"
"561",2007,6,"Tram 109 Trail",437.413793103448,"Winter"
"562",2007,11,"Main Yarra Trail No.1",437.566666666667,"Spring"
"563",2012,2,"Merri Creek Trail, Moreland City",439.428571428571,"Summer"
"564",2010,4,"St Georges Road No.2",439.846153846154,"Autumn"
"565",2006,5,"Upfield Railway Line",439.935483870968,"Autumn"
"566",2012,4,"Albert St E Bound Lane, Melbourne City",442.125,"Autumn"
"567",2012,4,"Albert St W Bound Lane, Melbourne City",442.125,"Autumn"
"568",2012,7,"Main Yarra Trail No.1",443.161290322581,"Winter"
"569",2010,1,"Main Yarra Trail No.1",444.034482758621,"Summer"
"570",2012,10,"Albert St E Bound Lane, Melbourne City",445.293103448276,"Spring"
"571",2012,10,"Albert St W Bound Lane, Melbourne City",445.293103448276,"Spring"
"572",2007,10,"Main Yarra Trail No.1",446.766666666667,"Spring"
"573",2012,9,"St Georges Road No.2",449.033333333333,"Spring"
"574",2013,1,"Merri Creek Trail, Moreland City",449.380952380952,"Summer"
"575",2007,7,"Capital City Trail, Princes Hill",452,"Winter"
"576",2008,11,"Main Yarra Trail No.1",452.466666666667,"Spring"
"577",2008,10,"Main Yarra Trail No.1",454.034482758621,"Spring"
"578",2012,6,"Main Yarra Trail No.1",457.166666666667,"Winter"
"579",2010,9,"Koonung Trail, Balwyn North",457.933333333333,"Spring"
"580",2009,9,"Koonung Trail, Balwyn North",460.666666666667,"Spring"
"581",2011,10,"St Georges Road No.2",462.448275862069,"Spring"
"582",2012,2,"Albert St E Bound Lane, Melbourne City",463.181818181818,"Summer"
"583",2012,2,"Albert St W Bound Lane, Melbourne City",463.181818181818,"Summer"
"584",2012,7,"Moreland St Path, Maribyrnong City",463.846153846154,"Winter"
"585",2009,5,"Koonung Trail, Balwyn North",464.322580645161,"Autumn"
"586",2012,12,"Moreland St Path, Maribyrnong City",466.387096774194,"Summer"
"587",2006,2,"Main Yarra Trail No.1",466.5,"Summer"
"588",2011,2,"St Georges Road No.2",468.703703703704,"Summer"
"589",2006,9,"Koonung Trail, Balwyn North",468.733333333333,"Spring"
"590",2010,2,"St Georges Road No.2",469.928571428571,"Summer"
"591",2008,2,"Main Yarra Trail No.1",472.571428571429,"Summer"
"592",2008,7,"Upfield Railway Line",473.032258064516,"Winter"
"593",2006,7,"Capital City Trail, Princes Hill",473.066666666667,"Winter"
"594",2011,11,"St Georges Road No.2",474.233333333333,"Spring"
"595",2007,7,"Main Yarra Trail, South Bank",474.612903225806,"Winter"
"596",2012,3,"Albert St E Bound Lane, Melbourne City",475.067796610169,"Autumn"
"597",2012,3,"Albert St W Bound Lane, Melbourne City",475.067796610169,"Autumn"
"598",2012,5,"St Georges Road No.2",475.172413793103,"Autumn"
"599",2010,10,"Main Yarra Trail No.1",475.285714285714,"Spring"
"600",2010,12,"Main Yarra Trail No.1",476.366666666667,"Summer"
"601",2012,8,"Moreland St Path, Maribyrnong City",476.851851851852,"Winter"
"602",2010,3,"St Georges Road No.2",478.566666666667,"Autumn"
"603",2006,1,"Main Yarra Trail No.1",478.6,"Summer"
"604",2009,2,"Main Yarra Trail No.1",478.888888888889,"Summer"
"605",2007,6,"St Georges St Hawthorn",480,"Winter"
"606",2006,12,"Koonung Trail, Balwyn North",480.096774193548,"Summer"
"607",2005,12,"St Georges Road No.1",480.625,"Summer"
"608",2007,1,"Upfield Railway Line",481.9,"Summer"
"609",2006,3,"Main Yarra Trail No.1",483.266666666667,"Autumn"
"610",2007,9,"Koonung Trail, Balwyn North",484.6,"Spring"
"611",2007,9,"Upfield Railway Line",485.733333333333,"Spring"
"612",2007,12,"Upfield Railway Line",486.266666666667,"Summer"
"613",2012,8,"Main Yarra Trail No.1",486.566666666667,"Winter"
"614",2010,5,"Koonung Trail, Balwyn North",488.612903225806,"Autumn"
"615",2006,11,"Koonung Trail, Balwyn North",490.933333333333,"Spring"
"616",2006,1,"Capital City Trail, Princes Hill",492.137931034483,"Summer"
"617",2007,8,"Upfield Railway Line",493.833333333333,"Winter"
"618",2006,11,"Main Yarra Trail No.1",494.166666666667,"Spring"
"619",2006,6,"Tram 109 Trail",494.620689655172,"Winter"
"620",2010,8,"Gardiners Creek Trail No. 2",495.333333333333,"Winter"
"621",2008,4,"Koonung Trail, Balwyn North",495.777777777778,"Autumn"
"622",2006,11,"Upfield Railway Line",495.933333333333,"Spring"
"623",2007,8,"Gardiners Creek Trail No. 2",496.966666666667,"Winter"
"624",2010,8,"Tram 109 Trail",497.133333333333,"Winter"
"625",2008,1,"Main Yarra Trail No.1",497.322580645161,"Summer"
"626",2008,12,"Upfield Railway Line",497.666666666667,"Summer"
"627",2007,12,"Koonung Trail, Balwyn North",498.058823529412,"Summer"
"628",2009,7,"Upfield Railway Line",498.193548387097,"Winter"
"629",2009,5,"Gardiners Creek Trail No. 2",498.516129032258,"Autumn"
"630",2009,6,"Upfield Railway Line",498.51724137931,"Winter"
"631",2012,4,"St Georges Road No.2",501,"Autumn"
"632",2010,8,"Upfield Railway Line",501.866666666667,"Winter"
"633",2008,7,"Tram 109 Trail",503.41935483871,"Winter"
"634",2011,12,"Moreland St Path, Maribyrnong City",505.166666666667,"Summer"
"635",2011,9,"Moreland St Path, Maribyrnong City",505.724137931034,"Spring"
"636",2006,6,"Capital City Trail, Princes Hill",506.310344827586,"Winter"
"637",2008,8,"Upfield Railway Line",507.645161290323,"Winter"
"638",2012,5,"Main Yarra Trail No.1",508.615384615385,"Autumn"
"639",2011,7,"Tram 109 Trail",509.322580645161,"Winter"
"640",2011,6,"Moreland St Path, Maribyrnong City",509.714285714286,"Winter"
"641",2007,6,"Capital City Trail, Princes Hill",510.068965517241,"Winter"
"642",2011,7,"Gardiners Creek Trail No. 2",511.903225806452,"Winter"
"643",2009,1,"Main Yarra Trail No.1",513.967741935484,"Summer"
"644",2012,12,"St Georges Road No.2",514.272727272727,"Summer"
"645",2007,5,"Gardiners Creek Trail No. 2",514.451612903226,"Autumn"
"646",2011,3,"St Georges Road No.2",514.741935483871,"Autumn"
"647",2011,8,"Koonung Trail, Balwyn North",517.344827586207,"Winter"
"648",2011,7,"Upfield Railway Line",517.548387096774,"Winter"
"649",2006,10,"Main Yarra Trail No.1",517.566666666667,"Spring"
"650",2008,6,"Upfield Railway Line",517.793103448276,"Winter"
"651",2009,4,"Gardiners Creek Trail No. 2",518.37037037037,"Autumn"
"652",2006,12,"Capital City Trail, Princes Hill",519.548387096774,"Summer"
"653",2012,9,"Moreland St Path, Maribyrnong City",519.766666666667,"Spring"
"654",2012,11,"St Georges Road No.2",519.833333333333,"Spring"
"655",2007,2,"Main Yarra Trail No.1",521.428571428571,"Summer"
"656",2007,10,"Koonung Trail, Balwyn North",522.551724137931,"Spring"
"657",2006,2,"Upfield Railway Line",525.107142857143,"Summer"
"658",2009,8,"Gardiners Creek Trail No. 2",525.366666666667,"Winter"
"659",2010,6,"Gardiners Creek Trail No. 2",525.448275862069,"Winter"
"660",2008,9,"Koonung Trail, Balwyn North",525.965517241379,"Spring"
"661",2006,9,"Gardiners Creek Trail No. 2",527.888888888889,"Spring"
"662",2007,8,"Tram 109 Trail",529.533333333333,"Winter"
"663",2009,4,"Koonung Trail, Balwyn North",530.615384615385,"Autumn"
"664",2010,7,"Upfield Railway Line",531.193548387097,"Winter"
"665",2010,12,"Koonung Trail, Balwyn North",531.9,"Summer"
"666",2010,6,"Upfield Railway Line",532.379310344828,"Winter"
"667",2008,8,"Tram 109 Trail",532.483870967742,"Winter"
"668",2008,3,"Royal Pde N Bound Lane",532.833333333333,"Autumn"
"669",2008,3,"Royal Pde S Bound Lane",532.833333333333,"Autumn"
"670",2008,12,"Koonung Trail, Balwyn North",533.2,"Summer"
"671",2011,8,"Moreland St Path, Maribyrnong City",534,"Winter"
"672",2011,9,"Koonung Trail, Balwyn North",534.166666666667,"Spring"
"673",2006,4,"Tram 109 Trail",535.074074074074,"Autumn"
"674",2009,8,"Upfield Railway Line",536.866666666667,"Winter"
"675",2008,12,"Gardiners Creek Trail No. 2",537.4,"Summer"
"676",2011,8,"Main Yarra Trail No.1",539.166666666667,"Winter"
"677",2008,9,"Gardiners Creek Trail No. 2",539.931034482759,"Spring"
"678",2006,12,"Tram 109 Trail",540.838709677419,"Summer"
"679",2006,12,"Gardiners Creek Trail No. 2",541.032258064516,"Summer"
"680",2007,5,"Upfield Railway Line",541.032258064516,"Autumn"
"681",2012,5,"Moreland St Path, Maribyrnong City",541.259259259259,"Autumn"
"682",2005,5,"St Georges Road No.1",543.785714285714,"Autumn"
"683",2006,7,"St Georges Road No.1",544.466666666667,"Winter"
"684",2010,6,"Tram 109 Trail",545.931034482759,"Winter"
"685",2006,10,"Upfield Railway Line",546.6,"Spring"
"686",2007,7,"Bay Trail in St Kilda",546.838709677419,"Winter"
"687",2009,7,"Tram 109 Trail",547.375,"Winter"
"688",2010,11,"Main Yarra Trail No.1",547.6,"Spring"
"689",2010,12,"Upfield Railway Line",547.666666666667,"Summer"
"690",2006,8,"Tram 109 Trail",548.870967741935,"Winter"
"691",2010,9,"Upfield Railway Line",549.466666666667,"Spring"
"692",2011,2,"Main Yarra Trail No.1",550.259259259259,"Summer"
"693",2010,4,"Koonung Trail, Balwyn North",551.576923076923,"Autumn"
"694",2006,5,"Tram 109 Trail",551.774193548387,"Autumn"
"695",2005,12,"Tram 109 Trail",551.95,"Summer"
"696",2006,9,"Tram 109 Trail",554.333333333333,"Spring"
"697",2006,3,"Koonung Trail, Balwyn North",554.4,"Autumn"
"698",2010,7,"Gardiners Creek Trail No. 2",555.258064516129,"Winter"
"699",2011,4,"Koonung Trail, Balwyn North",555.481481481482,"Autumn"
"700",2007,3,"Main Yarra Trail No.1",555.88,"Autumn"
"701",2007,1,"Main Yarra Trail No.1",555.931034482759,"Summer"
"702",2008,6,"Tram 109 Trail",556.172413793103,"Winter"
"703",2007,9,"Gardiners Creek Trail No. 2",556.2,"Spring"
"704",2008,9,"Upfield Railway Line",559.034482758621,"Spring"
"705",2011,4,"Main Yarra Trail No.1",559.37037037037,"Autumn"
"706",2007,5,"Tram 109 Trail",559.709677419355,"Autumn"
"707",2006,1,"Koonung Trail, Balwyn North",559.75,"Summer"
"708",2011,9,"Main Yarra Trail No.1",560.275862068965,"Spring"
"709",2006,4,"Capital City Trail, Princes Hill",561.107142857143,"Autumn"
"710",2006,10,"Koonung Trail, Balwyn North",561.333333333333,"Spring"
"711",2007,12,"Gardiners Creek Trail No. 2",564.8,"Summer"
"712",2010,11,"Koonung Trail, Balwyn North",564.866666666667,"Spring"
"713",2012,10,"St Georges Road No.2",567.214285714286,"Spring"
"714",2006,3,"Upfield Railway Line",568.2,"Autumn"
"715",2007,3,"Koonung Trail, Balwyn North",568.466666666667,"Autumn"
"716",2010,9,"Tram 109 Trail",568.566666666667,"Spring"
"717",2010,7,"Tram 109 Trail",568.806451612903,"Winter"
"718",2011,10,"Moreland St Path, Maribyrnong City",569.291666666667,"Spring"
"719",2007,9,"Tram 109 Trail",570.733333333333,"Spring"
"720",2007,11,"Koonung Trail, Balwyn North",570.733333333333,"Spring"
"721",2009,1,"Upfield Railway Line",571.129032258065,"Summer"
"722",2009,3,"Gardiners Creek Trail No. 2",571.709677419355,"Autumn"
"723",2012,12,"Koonung Trail, Balwyn North",572.3,"Summer"
"724",2009,12,"Koonung Trail, Balwyn North",572.967741935484,"Summer"
"725",2008,11,"Koonung Trail, Balwyn North",574.5,"Spring"
"726",2006,6,"St Georges Road No.1",574.586206896552,"Winter"
"727",2011,10,"Koonung Trail, Balwyn North",575.4,"Spring"
"728",2012,1,"Moreland St Path, Maribyrnong City",576.433333333333,"Summer"
"729",2011,12,"Koonung Trail, Balwyn North",576.866666666667,"Summer"
"730",2006,9,"Capital City Trail, Princes Hill",577.1,"Spring"
"731",2007,4,"Upfield Railway Line",578.366666666667,"Autumn"
"732",2011,11,"Moreland St Path, Maribyrnong City",579.5,"Spring"
"733",2006,7,"Main Yarra Trail, South Bank",579.566666666667,"Winter"
"734",2006,5,"Capital City Trail, Princes Hill",580.677419354839,"Autumn"
"735",2010,10,"Koonung Trail, Balwyn North",580.7,"Spring"
"736",2007,7,"St Georges Road No.1",580.870967741935,"Winter"
"737",2008,7,"Bay Trail in St Kilda",581,"Winter"
"738",2006,8,"Capital City Trail, Princes Hill",581.41935483871,"Winter"
"739",2012,3,"St Georges Road No.2",582.862068965517,"Autumn"
"740",2012,6,"Upfield Railway Line",582.9,"Winter"
"741",2009,10,"Koonung Trail, Balwyn North",583.285714285714,"Spring"
"742",2008,3,"Flemington Rd NW Bound Lane",583.62962962963,"Autumn"
"743",2008,3,"Flemington Rd SE Bound Lane",583.62962962963,"Autumn"
"744",2009,9,"Upfield Railway Line",584.233333333333,"Spring"
"745",2007,12,"Tram 109 Trail",585.433333333333,"Summer"
"746",2011,11,"Koonung Trail, Balwyn North",586.066666666667,"Spring"
"747",2009,11,"Koonung Trail, Balwyn North",586.466666666667,"Spring"
"748",2008,5,"Upfield Railway Line",587.129032258065,"Autumn"
"749",2008,3,"Koonung Trail, Balwyn North",587.857142857143,"Autumn"
"750",2012,9,"Koonung Trail, Balwyn North",587.9,"Spring"
"751",2011,3,"Koonung Trail, Balwyn North",588.344827586207,"Autumn"
"752",2011,2,"Koonung Trail, Balwyn North",588.37037037037,"Summer"
"753",2011,3,"Main Yarra Trail No.1",589.322580645161,"Autumn"
"754",2008,11,"Gardiners Creek Trail No. 2",590,"Spring"
"755",2007,6,"Main Yarra Trail, South Bank",590.103448275862,"Winter"
"756",2012,4,"Koonung Trail, Balwyn North",590.965517241379,"Autumn"
"757",2012,4,"Moreland St Path, Maribyrnong City",591.384615384615,"Autumn"
"758",2009,6,"Tram 109 Trail",592.689655172414,"Winter"
"759",2007,4,"Koonung Trail, Balwyn North",593.466666666667,"Autumn"
"760",2012,2,"St Georges Road No.2",594.642857142857,"Summer"
"761",2006,4,"St Georges Road No.1",594.964285714286,"Autumn"
"762",2012,11,"Moreland St Path, Maribyrnong City",595.931034482759,"Spring"
"763",2012,3,"Moreland St Path, Maribyrnong City",596.172413793103,"Autumn"
"764",2011,5,"Gardiners Creek Trail No. 2",596.258064516129,"Autumn"
"765",2008,6,"Bay Trail in St Kilda",596.366666666667,"Winter"
"766",2007,10,"Upfield Railway Line",597.266666666667,"Spring"
"767",2006,11,"Gardiners Creek Trail No. 2",597.966666666667,"Spring"
"768",2008,1,"Upfield Railway Line",599.064516129032,"Summer"
"769",2010,9,"Gardiners Creek Trail No. 2",599.433333333333,"Spring"
"770",2009,3,"Koonung Trail, Balwyn North",599.645161290323,"Autumn"
"771",2009,12,"Upfield Railway Line",600.516129032258,"Summer"
"772",2008,7,"Capital City Trail, Princes Hill",602.483870967742,"Winter"
"773",2007,11,"Upfield Railway Line",602.6,"Spring"
"774",2008,12,"Tram 109 Trail",603.1,"Summer"
"775",2011,6,"Tram 109 Trail",603.724137931035,"Winter"
"776",2008,11,"Upfield Railway Line",604.3,"Spring"
"777",2006,6,"Main Yarra Trail, South Bank",605.068965517241,"Winter"
"778",2010,3,"Koonung Trail, Balwyn North",605.344827586207,"Autumn"
"779",2008,3,"Upfield Railway Line",605.58064516129,"Autumn"
"780",2010,1,"Upfield Railway Line",605.7,"Summer"
